cuda: True
Files already downloaded and verified
Files already downloaded and verified
2000
Epoch: 74 Val Acc: 0.5148387096774194
Epoch 75 Train Loss: 26.481708258390427
Epoch: 75 True Loss: 284.53864216804504
Epoch: 75 Val Acc: 0.5174193548387097
Epoch 76 Train Loss: 26.393767923116684
Epoch: 76 True Loss: 285.6379268169403
Epoch: 76 Val Acc: 0.5096774193548387
Epoch 77 Train Loss: 26.608808234333992
Epoch: 77 True Loss: 285.717147231102
Epoch: 77 Val Acc: 0.5238709677419355
Epoch 78 Train Loss: 26.460386127233505
Epoch: 78 True Loss: 288.50886034965515
Epoch: 78 Val Acc: 0.48516129032258065
Epoch 79 Train Loss: 26.73614637553692
Epoch: 79 True Loss: 285.05766344070435
Epoch: 79 Val Acc: 0.4670967741935484
Epoch 80 Train Loss: 26.556379169225693
Epoch: 80 True Loss: 285.3639966249466
Epoch: 80 Val Acc: 0.49032258064516127
Epoch 81 Train Loss: 26.52623550593853
Epoch: 81 True Loss: 289.0993341207504
Epoch: 81 Val Acc: 0.47483870967741937
Epoch 82 Train Loss: 26.485775217413902
Epoch: 82 True Loss: 283.48014521598816
Epoch: 82 Val Acc: 0.49032258064516127
Epoch 83 Train Loss: 26.354364350438118
Epoch: 83 True Loss: 290.81049406528473
Epoch: 83 Val Acc: 0.48774193548387096
Epoch 84 Train Loss: 26.375604540109634
Epoch: 84 True Loss: 287.3989932537079
Epoch: 84 Val Acc: 0.4890322580645161
Epoch 85 Train Loss: 26.298747420310974
Epoch: 85 True Loss: 284.76081669330597
Epoch: 85 Val Acc: 0.4941935483870968
Epoch 86 Train Loss: 26.35013122856617
Epoch: 86 True Loss: 282.81706619262695
Epoch: 86 Val Acc: 0.5470967741935484
Epoch 87 Train Loss: 26.30350950360298
Epoch: 87 True Loss: 284.4399571418762
Epoch: 87 Val Acc: 0.5238709677419355
Epoch 88 Train Loss: 26.300490498542786
Epoch: 88 True Loss: 285.8389827013016
Epoch: 88 Val Acc: 0.5135483870967742
Epoch 89 Train Loss: 26.364986583590508
Epoch: 89 True Loss: 287.54575991630554
Epoch: 89 Val Acc: 0.48258064516129034
Epoch 90 Train Loss: 26.715157195925713
Epoch: 90 True Loss: 286.92433190345764
Epoch: 90 Val Acc: 0.5096774193548387
Epoch 91 Train Loss: 26.55245730280876
Epoch: 91 True Loss: 283.00090289115906
Epoch: 91 Val Acc: 0.5264516129032258
Epoch 92 Train Loss: 26.424411043524742
Epoch: 92 True Loss: 286.62800884246826
Epoch: 92 Val Acc: 0.4670967741935484
Epoch 93 Train Loss: 26.572101280093193
Epoch: 93 True Loss: 284.22023034095764
Epoch: 93 Val Acc: 0.49806451612903224
Epoch 94 Train Loss: 26.70420978963375
Epoch: 94 True Loss: 288.1846125125885
Epoch: 94 Val Acc: 0.472258064516129
Epoch 95 Train Loss: 26.715133994817734
Epoch: 95 True Loss: 282.7122964859009
Epoch: 95 Val Acc: 0.5754838709677419
Epoch 96 Train Loss: 26.20497189462185
Epoch: 96 True Loss: 283.7232940196991
Epoch: 96 Val Acc: 0.49290322580645163
Epoch 97 Train Loss: 26.31000816822052
Epoch: 97 True Loss: 282.0339630842209
Epoch: 97 Val Acc: 0.4993548387096774
Epoch 98 Train Loss: 26.339329704642296
Epoch: 98 True Loss: 284.56860983371735
Epoch: 98 Val Acc: 0.46580645161290324
Epoch 99 Train Loss: 26.40055240690708
Epoch: 99 True Loss: 292.5232322216034
Epoch: 99 Val Acc: 0.5058064516129033
Epoch 100 Train Loss: 25.014924108982086
Epoch: 100 True Loss: 280.67843544483185
Epoch: 100 Val Acc: 0.535483870967742
Epoch 101 Train Loss: 24.74406696856022
Epoch: 101 True Loss: 280.1211540699005
Epoch: 101 Val Acc: 0.5690322580645162
Epoch 102 Train Loss: 24.68510164320469
Epoch: 102 True Loss: 280.7837529182434
Epoch: 102 Val Acc: 0.5470967741935484
Epoch 103 Train Loss: 24.626976802945137
Epoch: 103 True Loss: 279.854696393013
Epoch: 103 Val Acc: 0.5638709677419355
Epoch 104 Train Loss: 24.549436271190643
Epoch: 104 True Loss: 279.6136327981949
Epoch: 104 Val Acc: 0.5535483870967742
Epoch 105 Train Loss: 24.49725829809904
Epoch: 105 True Loss: 279.73393082618713
Epoch: 105 Val Acc: 0.5380645161290323
Epoch 106 Train Loss: 24.52292974293232
Epoch: 106 True Loss: 279.5882546901703
Epoch: 106 Val Acc: 0.56
Epoch 107 Train Loss: 24.467857748270035
Epoch: 107 True Loss: 279.8144166469574
Epoch: 107 Val Acc: 0.5509677419354839
Epoch 108 Train Loss: 24.480642810463905
Epoch: 108 True Loss: 279.21269738674164
Epoch: 108 Val Acc: 0.5458064516129032
Epoch 109 Train Loss: 24.533983036875725
Epoch: 109 True Loss: 279.76576256752014
Epoch: 109 Val Acc: 0.5651612903225807
Epoch 110 Train Loss: 24.483187422156334
Epoch: 110 True Loss: 279.71388244628906
Epoch: 110 Val Acc: 0.5432258064516129
Epoch 111 Train Loss: 24.48874533176422
Epoch: 111 True Loss: 280.16543900966644
Epoch: 111 Val Acc: 0.5380645161290323
Epoch 112 Train Loss: 24.49078094959259
Epoch: 112 True Loss: 280.7256073951721
Epoch: 112 Val Acc: 0.5496774193548387
Epoch 113 Train Loss: 24.45367404818535
Epoch: 113 True Loss: 279.91968762874603
Epoch: 113 Val Acc: 0.5574193548387096
Epoch 114 Train Loss: 24.493772208690643
Epoch: 114 True Loss: 279.98923230171204
Epoch: 114 Val Acc: 0.5548387096774193
Epoch 115 Train Loss: 24.421669259667397
Epoch: 115 True Loss: 279.81098556518555
Epoch: 115 Val Acc: 0.5445161290322581
Epoch 116 Train Loss: 24.3597574532032
Epoch: 116 True Loss: 279.2701210975647
Epoch: 116 Val Acc: 0.5716129032258065
Epoch 117 Train Loss: 24.441067710518837
Epoch: 117 True Loss: 279.64228892326355
Epoch: 117 Val Acc: 0.5703225806451613
Epoch 118 Train Loss: 24.36323691904545
Epoch: 118 True Loss: 280.1691108942032
Epoch: 118 Val Acc: 0.567741935483871
Epoch 119 Train Loss: 24.331136882305145
Epoch: 119 True Loss: 279.33328425884247
Epoch: 119 Val Acc: 0.5509677419354839
Epoch 120 Train Loss: 24.397965103387833
Epoch: 120 True Loss: 279.34468269348145
Epoch: 120 Val Acc: 0.5690322580645162
Epoch 121 Train Loss: 24.42451921105385
Epoch: 121 True Loss: 279.4558700323105
Epoch: 121 Val Acc: 0.5561290322580645
Epoch 122 Train Loss: 24.299535617232323
Epoch: 122 True Loss: 279.8662545681
Epoch: 122 Val Acc: 0.5419354838709678
Epoch 123 Train Loss: 24.280861854553223
Epoch: 123 True Loss: 278.8525959253311
Epoch: 123 Val Acc: 0.5664516129032258
Epoch 124 Train Loss: 24.337547555565834
Epoch: 124 True Loss: 278.86186599731445
Epoch: 124 Val Acc: 0.5548387096774193
Epoch 125 Train Loss: 24.348032847046852
Epoch: 125 True Loss: 279.3757555484772
Epoch: 125 Val Acc: 0.5548387096774193
Epoch 126 Train Loss: 24.362524196505547
Epoch: 126 True Loss: 279.58497059345245
Epoch: 126 Val Acc: 0.5587096774193548
Epoch 127 Train Loss: 24.35957309603691
Epoch: 127 True Loss: 279.0716016292572
Epoch: 127 Val Acc: 0.5548387096774193
Epoch 128 Train Loss: 24.4011689722538
Epoch: 128 True Loss: 278.9438420534134
Epoch: 128 Val Acc: 0.5625806451612904
Epoch 129 Train Loss: 24.274647876620293
Epoch: 129 True Loss: 278.81922602653503
Epoch: 129 Val Acc: 0.5638709677419355
Epoch 130 Train Loss: 24.264061637222767
Epoch: 130 True Loss: 278.8896645307541
Epoch: 130 Val Acc: 0.5767741935483871
Epoch 131 Train Loss: 24.245022758841515
Epoch: 131 True Loss: 279.56382739543915
Epoch: 131 Val Acc: 0.5625806451612904
Epoch 132 Train Loss: 24.259814113378525
Epoch: 132 True Loss: 278.6664539575577
Epoch: 132 Val Acc: 0.5651612903225807
Epoch 133 Train Loss: 24.197746858000755
Epoch: 133 True Loss: 278.74468410015106
Epoch: 133 Val Acc: 0.5587096774193548
Epoch 134 Train Loss: 24.348840817809105
Epoch: 134 True Loss: 279.3320128917694
Epoch: 134 Val Acc: 0.5587096774193548
Epoch 135 Train Loss: 24.26064482331276
Epoch: 135 True Loss: 278.79236018657684
Epoch: 135 Val Acc: 0.5690322580645162
Epoch 136 Train Loss: 24.254080221056938
Epoch: 136 True Loss: 278.85282719135284
Epoch: 136 Val Acc: 0.5612903225806452
Epoch 137 Train Loss: 24.321350887417793
Epoch: 137 True Loss: 278.5289636850357
Epoch: 137 Val Acc: 0.5574193548387096
Epoch 138 Train Loss: 24.288187101483345
Epoch: 138 True Loss: 279.0005576610565
Epoch: 138 Val Acc: 0.5393548387096774
Epoch 139 Train Loss: 24.23639866709709
Epoch: 139 True Loss: 278.41944539546967
Epoch: 139 Val Acc: 0.5716129032258065
